index,Job Title,job_title_sim,Company Name,Location City,Location State,Size,Type of ownership,Industry,Sector,Lower Salary,Upper Salary,Avg Salary(K),Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,Salary Estimate,Rating
313,Associate Data Engineer,Data Engineer,EAB,Washington, DC,1001 - 5000,Company - Private,Research & Development,Business Services,45,86,65.5,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,$45K-$86K (Glassdoor est.),3.5
314,Senior Data Scientist,Data Scientist,Brighthouse Financial,Charlotte, NC,1001 - 5000,Company - Public,Insurance Carriers,Insurance,95,154,124.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$95K-$154K (Glassdoor est.),3.5
315,Staff BI and Data Engineer,Data Engineer,Affinity Solutions,San Jose, CA,51 - 200,Company - Private,Advertising & Marketing,Business Services,80,148,114,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,$80K-$148K (Glassdoor est.),2.9
316,Marketing Data Analyst,Data Analyst,Citadel Federal Credit Union,Exton, PA,501 - 1000,Nonprofit Organization,Banks & Credit Unions,Finance,36,62,49,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,$36K-$62K (Glassdoor est.),3.9
317,"Principal Scientist, Hematology",Other Scientist,Rochester Regional Health,Rochester, NY,10000+,Hospital,Health Care Services & Hospitals,Health Care,54,115,84.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$54K-$115K (Glassdoor est.),3.3
318,Data Analyst,Data Analyst,CALIBRE Systems,Alexandria, VA,501 - 1000,Company - Private,IT Services,Information Technology,50,92,71,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,$50K-$92K (Glassdoor est.),3.7
319,"Director - Data, Privacy and AI Governance",Director,MassMutual,Boston, MA,5001 - 10000,Company - Private,Insurance Carriers,Insurance,67,135,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$67K-$135K (Glassdoor est.),3.6
320,Data Scientist,Data Scientist,Esri,Redlands, CA,1001 - 5000,Company - Private,Computer Hardware & Software,Information Technology,82,132,107,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,$82K-$132K (Glassdoor est.),3.5
321,Data Scientist,Data Scientist,New England Biolabs,Ipswich, MA,201 - 500,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,85,140,112.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$85K-$140K (Glassdoor est.),4.7
322,Staff Machine Learning Engineer,Machine Learning Engineer,Tapjoy,San Francisco, CA,201 - 500,Company - Private,Internet,Information Technology,138,224,181,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,$138K-$224K (Glassdoor est.),3.9
323,Information Security Data Analyst,Data Analyst,Motorola Solutions,Chicago, IL,10000+,Company - Public,Computer Hardware & Software,Information Technology,42,80,61,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,$42K-$80K (Glassdoor est.),3.7
324,Lead Data Engineer,Data Engineer,Credit Sesame,Mountain View, CA,51 - 200,Company - Private,Internet,Information Technology,190,220,205,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,$190K-$220K(Employer est.),4.1
325,Scientist Manufacturing - Kentucky BioProcessing,Other Scientist,Reynolds American,Owensboro, KY,5001 - 10000,Company - Private,Consumer Products Manufacturing,Manufacturing,68,139,103.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$68K-$139K (Glassdoor est.),3.1
326,Data Analytics Project Manager,Data Scientist Project Manager,MassMutual,Springfield, MA,5001 - 10000,Company - Private,Insurance Carriers,Insurance,34,92,63,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$34K-$92K (Glassdoor est.),3.6
327,Consultant - Analytics Consulting,Data Analyst,Infosys,Hartford, CT,10000+,Company - Public,IT Services,Information Technology,54,71,62.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$54K-$71K (Glassdoor est.),3
328,Data Engineer,Data Engineer,Alignment Healthcare,Orange, CA,501 - 1000,Company - Private,Health Care Services & Hospitals,Health Care,65,124,94.5,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,$65K-$124K (Glassdoor est.),3.5
329,Marketing Data Analyst,Data Analyst,San Manuel Casino,Highland, CA,1001 - 5000,Company - Private,Gambling,"Arts, Entertainment & Recreation",35,62,48.5,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,$35K-$62K (Glassdoor est.),3.6
330,Senior Scientist (Neuroscience),Other Scientist,Sunovion,Marlborough, MA,1001 - 5000,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,109,200,154.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$109K-$200K (Glassdoor est.),3.5
331,Medical Laboratory Scientist,Other Scientist,Texas Health Huguley Hospital,Burleson, TX,1001 - 5000,Hospital,Health Care Services & Hospitals,Health Care,37,52,44.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,$18-$25 Per Hour(Glassdoor est.),4
332,Machine Learning Engineer - Regulatory,Machine Learning Engineer,Cboe Global Markets,Lenexa, KS,501 - 1000,Company - Public,Stock Exchanges,Finance,61,113,87,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,$61K-$113K (Glassdoor est.),3.7
333,R&D Specialist/ Food Scientist,Other Scientist,Teasdale Latin Foods,Hoopeston, IL,501 - 1000,Company - Private,Food & Beverage Manufacturing,Manufacturing,39,66,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$39K-$66K (Glassdoor est.),2.4
334,Data Engineer,Data Engineer,Guidepoint,New York, NY,501 - 1000,Company - Private,Research & Development,Business Services,43,86,64.5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,$43K-$86K (Glassdoor est.),3.2
335,"Scientist, Bacteriology",Other Scientist,Cerus Corporation,Concord, CA,201 - 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,74,149,111.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$74K-$149K (Glassdoor est.),2.1
336,"Associate Director, Platform and DevOps- Data Engineering and Aritifical Intelligence",Data Engineer,Takeda Pharmaceuticals,Cambridge, MA,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,113,196,154.5,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,$113K-$196K (Glassdoor est.),3.7
337,Senior Research Scientist-Machine Learning,Machine Learning Engineer,Software Engineering Institute,Pittsburgh, PA,501 - 1000,College / University,Colleges & Universities,Education,81,167,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$81K-$167K (Glassdoor est.),2.6
338,Senior Data Scientist,Data Scientist,Maven Wave Partners,Chicago, IL,201 - 500,Company - Private,Consulting,Business Services,97,160,128.5,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,$97K-$160K (Glassdoor est.),4.4
339,Clinical Laboratory Scientist,Other Scientist,Vail Health,Vail, CO,501 - 1000,Hospital,Health Care Services & Hospitals,Health Care,49,81,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$24-$39 Per Hour(Glassdoor est.),3.7
340,Analytics Manager - Data Mart,Data Scientist Project Manager,Central California Alliance for Health,Scotts Valley, CA,501 - 1000,Nonprofit Organization,Health Care Services & Hospitals,Health Care,42,86,64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,$42K-$86K (Glassdoor est.),3.5
341,Sr. Data Engineer - Contract-to-Hire (Java),Data Engineer,Pilot Flying J Travel Centers LLC,Knoxville, TN,10000+,Company - Private,Gas Stations,Retail,69,127,98,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,$69K-$127K (Glassdoor est.),3
342,Data Scientist - Algorithms & Inference,Data Scientist,Nuna,San Francisco, CA,51 - 200,Company - Private,Enterprise Software & Network Solutions,Information Technology,110,175,142.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$110K-$175K (Glassdoor est.),4.2
343,Senior Data Scientist - R&D Oncology,Data Scientist,AstraZeneca,New York, NY,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,102,172,137,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$102K-$172K (Glassdoor est.),3.9
344,Data Engineer,Data Engineer,Pinnacol Assurance,Denver, CO,501 - 1000,Nonprofit Organization,Insurance Carriers,Insurance,74,124,99,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,$74K-$124K (Glassdoor est.),4
345,Food Scientist - Developer,Other Scientist,Palermo's Pizza,Milwaukee, WI,501 - 1000,Company - Private,Food & Beverage Manufacturing,Manufacturing,40,68,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$40K-$68K (Glassdoor est.),3.3
346,Senior Data Scientist,Data Scientist,MathWorks,Natick, MA,1001 - 5000,Company - Private,Computer Hardware & Software,Information Technology,108,171,139.5,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,$108K-$171K (Glassdoor est.),4.4
347,Data Engineer,Data Engineer,MetroStar Systems,Rockville, MD,201 - 500,Company - Private,IT Services,Information Technology,76,142,109,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,$76K-$142K (Glassdoor est.),3.4
348,"Director II, Data Science - GRM Actuarial",Data Scientist,Liberty Mutual Insurance,Chicago, IL,10000+,Company - Private,Insurance Carriers,Insurance,202,306,254,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,$202K-$306K (Glassdoor est.),3.3
349,"Scientist, Molecular/Cellular Biologist",Other Scientist,Audentes Therapeutics,South San Francisco, CA,201 - 500,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,49,97,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$49K-$97K (Glassdoor est.),2.9
350,Staff Scientist-Downstream Process Development,Other Scientist,Advanced BioScience Laboratories,Rockville, MD,201 - 500,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,49,113,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$49K-$113K (Glassdoor est.),2.7
351,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,Other Scientist,Beebe Healthcare,Millville, DE,1001 - 5000,Nonprofit Organization,Health Care Services & Hospitals,Health Care,43,70,56.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$21-$34 Per Hour(Glassdoor est.),3.6
352,Scientist - Analytical Services,Other Scientist,Reynolds American,Winston-Salem, NC,5001 - 10000,Company - Private,Consumer Products Manufacturing,Manufacturing,65,134,99.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$65K-$134K (Glassdoor est.),3.1
353,Associate Data Analyst- Graduate Development Program,Data Analyst,National Interstate,Richfield, OH,501 - 1000,Company - Private,Insurance Carriers,Insurance,32,59,45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$32K-$59K (Glassdoor est.),3.3
354,Sr. Data Engineer,Data Engineer,Moser Consulting,Indianapolis, IN,51 - 200,Company - Private,Consulting,Business Services,87,158,122.5,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,$87K-$158K (Glassdoor est.),4.5
355,Senior Insurance Data Scientist,Data Scientist,TransUnion,Chicago, IL,5001 - 10000,Company - Public,Financial Analytics & Research,Finance,107,173,140,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,$107K-$173K (Glassdoor est.),3.9
356,Senior Data Science Systems Engineer,Data Scientist,MITRE,Hampton, VA,5001 - 10000,Nonprofit Organization,Federal Agencies,Government,56,99,77.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$56K-$99K (Glassdoor est.),3.2
357,ENVIRONMENTAL ENGINEER/SCIENTIST,Other Scientist,Mcphail Associates,Cambridge, MA,1 - 50,Company - Private,Construction,"Construction, Repair & Maintenance",52,58,55,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Employer Provided Salary:$25-$28 Per Hour,3.3
358,Senior Scientist - Regulatory Submissions,Other Scientist,Reynolds American,Winston-Salem, NC,5001 - 10000,Company - Private,Consumer Products Manufacturing,Manufacturing,80,155,117.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$80K-$155K (Glassdoor est.),3.1
359,Scientist - Biomarker and Flow Cytometry,Other Scientist,Crown Bioscience,San Diego, CA,501 - 1000,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,43,98,70.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$43K-$98K (Glassdoor est.),2.4
360,Revenue Analytics Manager,Data Scientist Project Manager,HOVER,San Francisco, CA,51 - 200,Company - Private,Computer Hardware & Software,Information Technology,45,78,61.5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,$45K-$78K (Glassdoor est.),4.8
361,"Associate Scientist, LC/MS Biologics",Other Scientist,Q2 Solutions,Ithaca, NY,1001 - 5000,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,44,96,70,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$44K-$96K (Glassdoor est.),2.9
362,Sr. Scientist Method Development,Other Scientist,Q2 Solutions,Marietta, GA,1001 - 5000,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,50,110,80,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$50K-$110K (Glassdoor est.),2.9
363,IT - Data Engineer II,Data Engineer,Arbella Insurance,Quincy, MA,1001 - 5000,Company - Private,Insurance Carriers,Insurance,61,119,90,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,$61K-$119K (Glassdoor est.),3.4
364,"Project Scientist - Auton Lab, Robotics Institute",Other Scientist,Software Engineering Institute,Pittsburgh, PA,501 - 1000,College / University,Colleges & Universities,Education,56,91,73.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$56K-$91K (Glassdoor est.),2.6
365,Data Scientist,Data Scientist,Zimmerman Advertising,Fort Lauderdale, FL,501 - 1000,Subsidiary or Business Segment,Advertising & Marketing,Business Services,68,114,91,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,$68K-$114K (Glassdoor est.),3.8
366,Data Scientist,Data Scientist,BPA Services,Washington, DC,1 - 50,Company - Private,Enterprise Software & Network Solutions,Information Technology,150,160,155,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Employer Provided Salary:$150K-$160K,5
367,"Senior Manager, Epidemiologic Data Scientist",Data Scientist,Pfizer,New York, NY,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,125,210,167.5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,$125K-$210K (Glassdoor est.),4
368,Corporate Risk Data Analyst (SQL Based) - Milwaukee or,Data Analyst,Associated Banc-Corp,Green Bay, WI,1001 - 5000,Company - Public,Banks & Credit Unions,Finance,43,77,60,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,$43K-$77K (Glassdoor est.),3.8
369,Lead Data Scientist,Data Scientist,Zest AI,Burbank, CA,51 - 200,Company - Private,Financial Analytics & Research,Finance,139,221,180,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,$139K-$221K (Glassdoor est.),3.9
370,"Marketing Data Analyst, May 2020 Undergrad",Data Analyst,Fareportal,New York, NY,1001 - 5000,Company - Private,Travel Agencies,Travel & Tourism,44,86,65,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,$44K-$86K (Glassdoor est.),3.8
371,Senior Data Engineer,Data Engineer,Genesys,Durham, NC,5001 - 10000,Company - Private,Computer Hardware & Software,Information Technology,78,147,112.5,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,$78K-$147K (Glassdoor est.),4.3
372,Senior Data Analyst,Data Analyst,Moda Operandi,New York, NY,201 - 500,Company - Private,"Department, Clothing, & Shoe Stores",Retail,65,110,87.5,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,$65K-$110K (Glassdoor est.),1.9
373,Data Modeler - Data Solutions Engineer,Data Modeler,Liberty Mutual Insurance,Indianapolis, IN,10000+,Company - Private,Insurance Carriers,Insurance,37,66,51.5,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,$37K-$66K (Glassdoor est.),3.3
374,Associate Environmental Scientist - Wildlife Biologist,Other Scientist,QK,Clovis, CA,51 - 200,Company - Private,Architectural & Engineering Services,Business Services,38,64,51,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$38K-$64K (Glassdoor est.),4.7
375,"Associate, Data Science, Internal Audit",Data Scientist,Santander,Boston, MA,10000+,Company - Private,Banks & Credit Unions,Finance,43,82,62.5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,$43K-$82K (Glassdoor est.),3.1
376,Sr Data Engineer (Sr BI Developer),Data Engineer,Tivity Health,Chandler, AZ,501 - 1000,Company - Public,Health Care Services & Hospitals,Health Care,90,110,100,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,$90K-$110K(Employer est.),3.4
377,Data Engineer,Data Engineer,BRMi,Chantilly, VA,51 - 200,Company - Private,IT Services,Information Technology,61,109,85,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,$61K-$109K (Glassdoor est.),4.4
378,Senior LiDAR Data Scientist,Data Scientist,Luminar Technologies,Orlando, FL,201 - 500,Company - Private,Computer Hardware & Software,Information Technology,93,151,122,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,$93K-$151K (Glassdoor est.),3.9
379,Salesforce Analytics Consultant,Data Analyst,Emtec Inc.,Chicago, IL,501 - 1000,Company - Private,Enterprise Software & Network Solutions,Information Technology,52,81,66.5,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,$52K-$81K (Glassdoor est.),3.9
380,Senior Data Engineer,Data Engineer,Praetorian,Austin, TX,51 - 200,Company - Private,Security Services,Business Services,97,180,138.5,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,$97K-$180K (Glassdoor est.),4.7
381,Managing Data Scientist/ML Engineer,Data Scientist,PA Consulting,Boston, MA,1001 - 5000,Company - Private,Consulting,Business Services,81,134,107.5,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,$81K-$134K (Glassdoor est.),3.4
382,"Scientist, Pharmacometrics",Other Scientist,Agios Pharmaceuticals,Cambridge, MA,501 - 1000,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,84,157,120.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,$84K-$157K (Glassdoor est.),3.8
383,Staff Scientist- Upstream PD,Other Scientist,Advanced BioScience Laboratories,Rockville, MD,201 - 500,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,49,113,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$49K-$113K (Glassdoor est.),2.7
384,Scientist Manufacturing Pharma - Kentucky BioProcessing,Other Scientist,Reynolds American,Owensboro, KY,5001 - 10000,Company - Private,Consumer Products Manufacturing,Manufacturing,68,139,103.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$68K-$139K (Glassdoor est.),3.1
385,Sr. Data Engineer,Data Engineer,Echo Global Logistics,Chicago, IL,1001 - 5000,Company - Public,Transportation Management,Transportation & Logistics,75,140,107.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,$75K-$140K (Glassdoor est.),3.4
386,Lead Big Data Engineer,Data Engineer,Glassdoor,San Francisco, CA,1001 - 5000,Company - Private,Internet,Information Technology,121,203,162,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,$121K-$203K (Glassdoor est.),4
387,Product Engineer – Spatial Data Science and Statistical Analysis,Data Scientist,Esri,Redlands, CA,1001 - 5000,Company - Private,Computer Hardware & Software,Information Technology,52,85,68.5,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,$52K-$85K (Glassdoor est.),3.5
388,Sr Software Engineer (Data Scientist),Data Scientist,Assurant,Westlake, OH,10000+,Company - Public,Insurance Carriers,Insurance,81,140,110.5,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,$81K-$140K (Glassdoor est.),3.4
389,College Hire - Data Scientist - Open to December 2019 Graduates,Data Scientist,Caterpillar,Peoria, IL,10000+,Company - Public,Industrial Manufacturing,Manufacturing,63,99,81,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,$63K-$99K (Glassdoor est.),3.7
390,Senior Data Scientist,Data Scientist,Equity Residential,Chicago, IL,1001 - 5000,Company - Public,Real Estate,Real Estate,110,150,130,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,$110K-$150K(Employer est.),4.3
391,Sr. Data Engineer (ETL Developer),Data Engineer,F&G,Des Moines, IA,201 - 500,Subsidiary or Business Segment,Insurance Carriers,Insurance,83,148,115.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,$83K-$148K (Glassdoor est.),3.7
392,Senior Data Scientist Artificial Intelligence,Data Scientist,PNNL,Richland, WA,1001 - 5000,Government,Energy,"Oil, Gas, Energy & Utilities",60,101,80.5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,$60K-$101K (Glassdoor est.),3.8
393,Analytics - Business Assurance Data Analyst,Data Analyst,GreatAmerica Financial Services,Cedar Rapids, IA,501 - 1000,Company - Private,Lending,Finance,31,55,43,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,$31K-$55K (Glassdoor est.),4.6
394,"Associate Director/Director, Safety Scientist",Director,Acceleron Pharma,Cambridge, MA,201 - 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,102,178,140,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$102K-$178K (Glassdoor est.),4.4
395,Data Analyst Senior,Data Analyst,AmeriHealth Caritas,Philadelphia, PA,5001 - 10000,Company - Private,Insurance Carriers,Insurance,48,85,66.5,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,$48K-$85K (Glassdoor est.),3
396,Lead Data Engineer (Python),Data Engineer,Strategic Employment Partners,San Francisco, CA,51 - 200,Company - Private,Staffing & Outsourcing,Business Services,66,123,94.5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,$66K-$123K (Glassdoor est.),4.7
397,Senior Data Scientist 4 Artificial Intelligence,Data Scientist,PNNL,Seattle, WA,1001 - 5000,Government,Energy,"Oil, Gas, Energy & Utilities",92,146,119,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,$92K-$146K (Glassdoor est.),3.8
398,Medical Lab Scientist - MLT,Other Scientist,Catholic Health Initiatives,Omaha, NE,10000+,Nonprofit Organization,Health Care Services & Hospitals,Health Care,43,60,51.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$21-$29 Per Hour(Glassdoor est.),3.2
399,"Senior Operations Data Analyst, Call Center Operations",Data Analyst,FLEETCOR,Nashville, TN,5001 - 10000,Company - Public,Financial Transaction Processing,Finance,20,35,27.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,$10-$17 Per Hour(Glassdoor est.),2.7
400,"Director II, Data Science - GRS Predictive Analytics",Data Scientist,Liberty Mutual Insurance,Chicago, IL,10000+,Company - Private,Insurance Carriers,Insurance,150,239,194.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,$150K-$239K (Glassdoor est.),3.3
401,RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,Other Scientist,Southwest Research Institute,San Antonio, TX,1001 - 5000,Nonprofit Organization,Research & Development,Business Services,52,91,71.5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,$52K-$91K (Glassdoor est.),3.9
402,Geospatial Software Developer and Data Scientist,Data Scientist,Applied Research Laboratories,Austin, TX,501 - 1000,College / University,Colleges & Universities,Education,82,129,105.5,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,$82K-$129K(Employer est.),3.7
403,Senior Scientist - Toxicologist - Product Integrity (Stewardship),Other Scientist,Reynolds American,Winston-Salem, NC,5001 - 10000,Company - Private,Consumer Products Manufacturing,Manufacturing,47,101,74,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$47K-$101K (Glassdoor est.),3.1
404,Systems Engineer II - Data Analyst,Data Analyst,Raytheon,Huntsville, AL,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,49,76,62.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$49K-$76K (Glassdoor est.),3.7
405,Senior Research Analytical Scientist-Non-Targeted Analysis,Other Scientist,RTI International,Durham, NC,1001 - 5000,Nonprofit Organization,Research & Development,Business Services,43,88,65.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$43K-$88K (Glassdoor est.),4.3
406,Director Data Science,Data Scientist,TRANZACT,Fort Lee, NJ,1001 - 5000,Company - Private,Advertising & Marketing,Business Services,124,199,161.5,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,$124K-$199K (Glassdoor est.),3.6
407,Sr Data Analyst - IT,Data Analyst,United BioSource,Blue Bell, PA,1001 - 5000,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,52,93,72.5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,$52K-$93K (Glassdoor est.),2.1
408,Senior Data Engineer,Data Engineer,Figure Eight,San Francisco, CA,51 - 200,Company - Public,Computer Hardware & Software,Information Technology,97,181,139,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,$97K-$181K (Glassdoor est.),3.9
409,Senior Data Engineer,Data Engineer,Tapjoy,San Francisco, CA,201 - 500,Company - Private,Internet,Information Technology,100,173,136.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,$100K-$173K (Glassdoor est.),3.9
410,Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,Data Scientist,Fareportal,New York, NY,1001 - 5000,Company - Private,Travel Agencies,Travel & Tourism,53,96,74.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$53K-$96K (Glassdoor est.),3.8
411,Senior Scientist - Biostatistician,Other Scientist,Reynolds American,Winston-Salem, NC,5001 - 10000,Company - Private,Consumer Products Manufacturing,Manufacturing,65,96,80.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$65K-$96K (Glassdoor est.),3.1
412,Data Scientist,Data Scientist,Sartorius,Albuquerque, NM,5001 - 10000,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,56,95,75.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$56K-$95K (Glassdoor est.),3.5
413,Data Scientist,Data Scientist,1904labs,Saint Louis, MO,51 - 200,Company - Private,IT Services,Information Technology,111,176,143.5,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,$111K-$176K (Glassdoor est.),4.7
414,Data Scientist,Data Scientist,Royce Geospatial,Springfield, VA,51 - 200,Company - Private,Aerospace & Defense,Aerospace & Defense,75,127,101,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,$75K-$127K (Glassdoor est.),5
415,Data Engineer,Data Engineer,MassMutual,Springfield, MA,5001 - 10000,Company - Private,Insurance Carriers,Insurance,65,119,92,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$65K-$119K (Glassdoor est.),3.6
416,Computational Chemist/Data Scientist,Data Scientist,PNNL,Richland, WA,1001 - 5000,Government,Energy,"Oil, Gas, Energy & Utilities",56,97,76.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$56K-$97K (Glassdoor est.),3.8
