index,Job Title,job_title_sim,Company Name,Location City,Location State,Size,Type of ownership,Industry,Sector,Lower Salary,Upper Salary,Avg Salary(K),Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,Salary Estimate,Rating
101,"Data Scientist, Rice University",Data Scientist,Trilogy Ed,Houston, TX,1001 - 5000,Subsidiary or Business Segment,Education Training Services,Education,65,110,87.5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,$65K-$110K (Glassdoor est.),4.3
102,Senior Data Scientist,Data Scientist,Gallup,Washington, DC,1001 - 5000,Company - Private,Consulting,Business Services,200,275,237.5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$200K-$275K(Employer est.),4.2
103,Data Engineer,Data Engineer,CapTech,Charlotte, NC,1001 - 5000,Company - Private,IT Services,Information Technology,68,123,95.5,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,$68K-$123K (Glassdoor est.),3.9
104,Senior Data Scientist,Data Scientist,American Axle & Manufacturing,Southfield, MI,10000+,Company - Public,Transportation Equipment Manufacturing,Manufacturing,80,129,104.5,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,$80K-$129K (Glassdoor est.),3.3
105,Financial Data Analyst,Data Analyst,CentralReach,Matawan, NJ,201 - 500,Company - Private,Computer Hardware & Software,Information Technology,41,72,56.5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,$41K-$72K (Glassdoor est.),4.7
106,Senior Data Analyst,Data Analyst,Integrate,Phoenix, AZ,201 - 500,Company - Private,Enterprise Software & Network Solutions,Information Technology,39,71,55,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,$39K-$71K (Glassdoor est.),4.3
107,Research Scientist,Other Scientist,Boys Town Hospital,Omaha, NE,1001 - 5000,Hospital,Health Care Services & Hospitals,Health Care,38,85,61.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$38K-$85K (Glassdoor est.),2.9
108,Data Scientist,Data Scientist,Demandbase,San Francisco, CA,201 - 500,Company - Private,Computer Hardware & Software,Information Technology,121,193,157,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,$121K-$193K (Glassdoor est.),4.5
109,Data Engineer,Data Engineer,Sapphire Digital,Lyndhurst, NJ,201 - 500,Company - Private,Internet,Information Technology,54,102,78,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,$54K-$102K (Glassdoor est.),3.4
110,Data Scientist,Data Scientist,Takeda Pharmaceuticals,Cambridge, MA,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,83,144,113.5,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,$83K-$144K (Glassdoor est.),3.7
111,Data Scientist,Data Scientist,<intent>,New York, NY,51 - 200,Company - Private,Internet,Information Technology,120,160,140,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$120K-$160K (Glassdoor est.),4.6
112,Data Scientist,Data Scientist,Formation,San Francisco, CA,51 - 200,Company - Private,Enterprise Software & Network Solutions,Information Technology,102,163,132.5,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,$102K-$163K (Glassdoor est.),3.2
113,Data Engineer,Data Engineer,Autodesk,San Francisco, CA,5001 - 10000,Company - Public,Computer Hardware & Software,Information Technology,76,140,108,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,$76K-$140K (Glassdoor est.),4
114,Ag Data Scientist,Data Scientist,Beck's Hybrids,Atlanta, IN,501 - 1000,Company - Private,Farm Support Services,Agriculture & Forestry,60,101,80.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$60K-$101K (Glassdoor est.),4.6
115,Data Scientist,Data Scientist,DrFirst,Rockville, MD,201 - 500,Company - Private,Health Care Services & Hospitals,Health Care,82,133,107.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$82K-$133K (Glassdoor est.),2.8
116,Data Engineer,Data Engineer,Object Partners,Minneapolis, MN,51 - 200,Company - Private,Consulting,Business Services,65,125,95,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,$65K-$125K (Glassdoor est.),4.7
117,Data Scientist II,Data Scientist,L.A. Care Health Plan,Los Angeles, CA,1001 - 5000,Nonprofit Organization,Health Care Services & Hospitals,Health Care,91,148,119.5,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,$91K-$148K (Glassdoor est.),3
118,Senior Data Engineer,Data Engineer,Red Ventures,Charlotte, NC,1001 - 5000,Company - Private,Advertising & Marketing,Business Services,95,173,134,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,$95K-$173K (Glassdoor est.),3.2
119,Data Scientist,Data Scientist,Quick Base,Cambridge, MA,201 - 500,Company - Private,Enterprise Software & Network Solutions,Information Technology,77,124,100.5,1,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,$77K-$124K (Glassdoor est.),4.4
120,Data Scientist,Data Scientist,The E.W. Scripps Company,Cincinnati, OH,1001 - 5000,Company - Public,TV Broadcast & Cable Networks,Media,80,135,107.5,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,$80K-$135K (Glassdoor est.),3.5
121,Data Engineer,Data Engineer,Upside Business Travel,Washington, DC,51 - 200,Company - Private,Internet,Information Technology,85,159,122,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,$85K-$159K (Glassdoor est.),4
122,Data Engineer,Data Engineer,Equity Residential,Chicago, IL,1001 - 5000,Company - Public,Real Estate,Real Estate,80,105,92.5,1,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,$80K-$105K(Employer est.),4.3
123,Data Analyst,Data Analyst,Synagro,Baltimore, MD,501 - 1000,Company - Private,Research & Development,Business Services,43,81,62,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,$43K-$81K (Glassdoor est.),2.3
124,Project Scientist,Other Scientist,Alliance Source Testing,Alabaster, AL,51 - 200,Other Organization,Architectural & Engineering Services,Business Services,29,50,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$29K-$50K (Glassdoor est.),4
125,Data Scientist,Data Scientist,Accuride International,Santa Fe Springs,,1001 - 5000,Company - Private,Industrial Manufacturing,Manufacturing,82,133,107.5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,$82K-$133K (Glassdoor est.),3.6
126,Data Analytics Manager,Data Scientist Project Manager,Full Potential Solutions,Kansas City, MO,501 - 1000,Company - Private,Staffing & Outsourcing,Business Services,26,55,40.5,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,$26K-$55K (Glassdoor est.),3.8
127,Senior Machine Learning (ML) Engineer / Data Scientist - Cyber Security Analytics,Data Scientist,Visa Inc.,Ashburn, VA,10000+,Company - Public,IT Services,Information Technology,61,118,89.5,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,$61K-$118K (Glassdoor est.),3.7
128,Data Scientist,Data Scientist,Maven Wave Partners,Chicago, IL,201 - 500,Company - Private,Consulting,Business Services,60,102,81,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,$60K-$102K (Glassdoor est.),4.4
129,Senior Data Scientist,Data Scientist,Novetta,Herndon, VA,501 - 1000,Company - Private,Enterprise Software & Network Solutions,Information Technology,112,182,147,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,$112K-$182K (Glassdoor est.),4
130,Data Scientist,Data Scientist,First Command Financial Services Inc.,Fort Worth, TX,1001 - 5000,Company - Private,Brokerage Services,Finance,64,106,85,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,$64K-$106K (Glassdoor est.),3.2
131,Associate Scientist,Other Scientist,Pharmavite,Valencia, CA,1001 - 5000,Company - Private,Consumer Products Manufacturing,Manufacturing,51,112,81.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$51K-$112K (Glassdoor est.),2.9
132,"Scientist 2, QC Viral Vector",Other Scientist,BioMarin Pharmaceutical,Novato, CA,1001 - 5000,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,113,223,168,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$113K-$223K (Glassdoor est.),3.8
133,Machine Learning Engineer,Machine Learning Engineer,Stratagem Group,Aurora, CO,1 - 50,Company - Private,Aerospace & Defense,Aerospace & Defense,72,129,100.5,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,$72K-$129K (Glassdoor est.),4.3
134,Data Scientist/ML Engineer,Data Scientist,PA Consulting,New York, NY,1001 - 5000,Company - Private,Consulting,Business Services,71,123,97,1,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,$71K-$123K (Glassdoor est.),3.4
135,Data Scientist,Data Scientist,ManTech,Chantilly, VA,5001 - 10000,Company - Public,Research & Development,Business Services,64,106,85,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,$64K-$106K (Glassdoor est.),4.1
136,Customer Data Scientist,Data Scientist,h2o.ai,Mountain View, CA,201 - 500,Company - Private,Enterprise Software & Network Solutions,Information Technology,118,189,153.5,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,$118K-$189K (Glassdoor est.),4.3
137,Data Engineer,Data Engineer,Gridiron IT,Tampa, FL,51 - 200,Company - Private,IT Services,Information Technology,120,145,132.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Employer Provided Salary:$120K-$145K,5
138,Data Engineer,Data Engineer,Productive Edge,Chicago, IL,51 - 200,Company - Private,Computer Hardware & Software,Information Technology,80,120,100,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,$80K-$120K (Glassdoor est.),4.3
139,Sr. Data Scientist,Data Scientist,Evolve Vacation Rental,Denver, CO,201 - 500,Company - Private,Travel Agencies,Travel & Tourism,80,130,105,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,$80K-$130K (Glassdoor est.),3.7
140,Data Engineer 4 - Contract,Data Engineer,The Church of Jesus Christ of Latter-day Saints,Riverton, UT,10000+,Nonprofit Organization,Religious Organizations,Non-Profit,59,115,87,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,$59K-$115K (Glassdoor est.),4.2
141,Data Analyst - Asset Management,Data Analyst,Maximus Real Estate Partners,San Francisco, CA,51 - 200,Company - Private,Real Estate,Real Estate,71,136,103.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,$71K-$136K (Glassdoor est.),4.3
142,Senior Research Scientist - Embedded System Development for DevOps,Other Scientist,Software Engineering Institute,Pittsburgh, PA,501 - 1000,College / University,Colleges & Universities,Education,81,167,124,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$81K-$167K (Glassdoor est.),2.6
143,Data Scientist - Bioinformatics,Data Scientist,PNNL,Richland, WA,1001 - 5000,Government,Energy,"Oil, Gas, Energy & Utilities",49,85,67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$49K-$85K (Glassdoor est.),3.8
144,Data Engineer,Data Engineer,AVANADE,Washington, DC,10000+,Company - Private,IT Services,Information Technology,60,114,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$60K-$114K (Glassdoor est.),3.9
145,Customer Data Scientist/Sales Engineer,Data Scientist,h2o.ai,Chicago, IL,201 - 500,Company - Private,Enterprise Software & Network Solutions,Information Technology,71,204,137.5,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,$71K-$204K (Glassdoor est.),4.3
146,Lead Data Scientist,Data Scientist,PatientPoint,Cincinnati, OH,201 - 500,Company - Private,Advertising & Marketing,Business Services,75,125,100,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,$75K-$125K (Glassdoor est.),3.8
147,MongoDB Data Engineer II,Data Engineer,BlueCross BlueShield of Tennessee,Chattanooga, TN,5001 - 10000,Nonprofit Organization,Insurance Carriers,Insurance,77,136,106.5,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,$77K-$136K (Glassdoor est.),3.8
148,Senior Data Scientist Statistics,Data Scientist,PNNL,Richland, WA,1001 - 5000,Government,Energy,"Oil, Gas, Energy & Utilities",74,123,98.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$74K-$123K (Glassdoor est.),3.8
149,Senior Data Analyst,Data Analyst,KnowBe4,Clearwater, FL,501 - 1000,Company - Private,Security Services,Business Services,44,78,61,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,$44K-$78K (Glassdoor est.),4.8
150,Senior Spark Engineer (Data Science),Data Scientist,KSM Consulting,Indianapolis, IN,51 - 200,Company - Private,Consulting,Business Services,65,148,106.5,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,$65K-$148K (Glassdoor est.),4.4
151,Data Engineer,Data Engineer,Cogo Labs,Cambridge, MA,51 - 200,Company - Private,Internet,Information Technology,59,110,84.5,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,$59K-$110K (Glassdoor est.),3.9
152,BI & Platform Analytics Manager,Data Scientist Project Manager,Church & Dwight,Ewing, NJ,1001 - 5000,Company - Public,Consumer Products Manufacturing,Manufacturing,85,134,109.5,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,$85K-$134K (Glassdoor est.),3.4
153,Lead Data Scientist,Data Scientist,MassMutual,Boston, MA,5001 - 10000,Company - Private,Insurance Carriers,Insurance,124,204,164,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,$124K-$204K (Glassdoor est.),3.6
154,"Sr. Data Scientist - Analytics, Personalized Healthcare (PHC)",Data Scientist,Genentech,South San Francisco, CA,10000+,Subsidiary or Business Segment,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,131,207,169,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,$131K-$207K (Glassdoor est.),3.9
155,Senior Data Scientist,Data Scientist,Juniper Networks,Cupertino, CA,5001 - 10000,Company - Public,Telecommunications Services,Telecommunications,110,174,142,1,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,$110K-$174K (Glassdoor est.),3.8
156,Pricipal Scientist Molecular and cellular biologist,Other Scientist,Takeda Pharmaceuticals,Boston, MA,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,52,101,76.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$52K-$101K (Glassdoor est.),3.7
157,"Data Scientist (Actuary, FSA or ASA)",Data Scientist,Legal & General America,Frederick, MD,501 - 1000,Company - Private,Insurance Carriers,Insurance,81,133,107,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,$81K-$133K (Glassdoor est.),3.8
158,Staff Data Scientist,Data Scientist,Western Digital,San Jose, CA,10000+,Company - Public,Computer Hardware & Software,Information Technology,132,211,171.5,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,$132K-$211K (Glassdoor est.),3.5
159,Senior Data Scientist / Machine Learning,Data Scientist,Health IQ,Dallas, TX,201 - 500,Company - Private,Insurance Agencies & Brokerages,Insurance,73,119,96,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$73K-$119K (Glassdoor est.),3.9
160,Data Scientist - Health Data Analytics,Data Scientist,Nuna,San Francisco, CA,51 - 200,Company - Private,Enterprise Software & Network Solutions,Information Technology,110,175,142.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,$110K-$175K (Glassdoor est.),4.2
161,Data Engineer 5 - Contract (Remote),Data Engineer,The Church of Jesus Christ of Latter-day Saints,Riverton, UT,10000+,Nonprofit Organization,Religious Organizations,Non-Profit,74,140,107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$74K-$140K (Glassdoor est.),4.2
162,Senior Scientist - Neuroscience,Other Scientist,Sunovion,Marlborough, MA,1001 - 5000,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,100,190,145,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$100K-$190K (Glassdoor est.),3.5
163,Senior Data Analyst,Data Analyst,National Student Clearinghouse,Herndon, VA,201 - 500,Nonprofit Organization,Colleges & Universities,Education,43,80,61.5,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,$43K-$80K (Glassdoor est.),2.9
164,Medical Lab Scientist,Other Scientist,Tower Health,West Reading, PA,5001 - 10000,Nonprofit Organization,Health Care Services & Hospitals,Health Care,35,49,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$17-$24 Per Hour(Glassdoor est.),3.6
165,"Risk and Analytics IT, Data Scientist",Data Scientist,State of Wisconsin Investment Board,Madison, WI,51 - 200,Government,Investment Banking & Asset Management,Finance,91,149,120,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,$91K-$149K (Glassdoor est.),2.7
166,"Scientist, Analytical Development",Other Scientist,Rubius Therapeutics,Cambridge, MA,201 - 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,42,82,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$42K-$82K (Glassdoor est.),4.4
167,Senior Data Scientist,Data Scientist,Autodesk,San Francisco, CA,5001 - 10000,Company - Public,Computer Hardware & Software,Information Technology,116,185,150.5,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,$116K-$185K (Glassdoor est.),4
168,Analytics Manager,Data Scientist Project Manager,OneMagnify,Dearborn, MI,201 - 500,Company - Private,Advertising & Marketing,Business Services,59,116,87.5,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,$59K-$116K (Glassdoor est.),4.3
169,Data Engineer,Data Engineer,IZEA,Winter Park, FL,51 - 200,Company - Public,Advertising & Marketing,Business Services,48,95,71.5,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,$48K-$95K (Glassdoor est.),4.2
170,Digital Marketing & ECommerce Data Analyst,Data Analyst,Vionic Group,San Rafael, CA,51 - 200,Subsidiary or Business Segment,"Department, Clothing, & Shoe Stores",Retail,31,72,51.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,$31K-$72K (Glassdoor est.),3.6
171,Sr. Scientist - Digital & Image Analysis/Computational Pathology,Other Scientist,Takeda Pharmaceuticals,San Diego, CA,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,105,198,151.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$105K-$198K (Glassdoor est.),3.7
172,Senior Data Analyst,Data Analyst,Dodge Data & Analytics,Hamilton, NJ,201 - 500,Company - Private,IT Services,Information Technology,55,100,77.5,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,$55K-$100K (Glassdoor est.),2.8
173,Principal Scientist - Immunologist,Other Scientist,Takeda Pharmaceuticals,Boston, MA,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,98,182,140,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$98K-$182K (Glassdoor est.),3.7
174,Senior Data Scientist,Data Scientist,Plymouth Rock Assurance,Woodbridge, NJ,1001 - 5000,Company - Private,Insurance Carriers,Insurance,73,124,98.5,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,$73K-$124K (Glassdoor est.),3.3
175,MED TECH/LAB SCIENTIST - LABORATORY,Other Scientist,Beebe Healthcare,Lewes, DE,1001 - 5000,Nonprofit Organization,Health Care Services & Hospitals,Health Care,43,70,56.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$21-$34 Per Hour(Glassdoor est.),3.6
176,"Sr. Scientist, Quantitative Translational Sciences",Other Scientist,Takeda Pharmaceuticals,Boston, MA,10000+,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,117,206,161.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$117K-$206K (Glassdoor est.),3.7
177,Sr. Data Scientist II,Data Scientist,Argo Group US,New York, NY,1001 - 5000,Company - Public,Insurance Carriers,Insurance,111,183,147,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,$111K-$183K (Glassdoor est.),3.4
178,Excel / VBA / SQL Data Analyst,Data Analyst,Associated Electric Cooperative,Springfield, MO,501 - 1000,Company - Private,Energy,"Oil, Gas, Energy & Utilities",44,78,61,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,$44K-$78K (Glassdoor est.),4.1
179,Machine Learning Research Scientist,Machine Learning Engineer,Software Engineering Institute,Pittsburgh, PA,501 - 1000,College / University,Colleges & Universities,Education,81,159,120,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$81K-$159K (Glassdoor est.),2.6
180,"VP, Data Science",Data Scientist,PennyMac,Phoenix, AZ,1001 - 5000,Company - Public,Lending,Finance,83,166,124.5,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,$83K-$166K (Glassdoor est.),3.2
181,Senior Data Scientist,Data Scientist,Zest AI,Burbank, CA,51 - 200,Company - Private,Financial Analytics & Research,Finance,114,182,148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$114K-$182K (Glassdoor est.),3.9
182,Radar Data Analyst,Data Analyst,DECISIVE ANALYTICS Corporation,Huntsville, AL,51 - 200,Company - Private,Aerospace & Defense,Aerospace & Defense,42,76,59,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$42K-$76K (Glassdoor est.),4.7
183,PL Actuarial-Lead Data Scientist,Data Scientist,The Hanover Insurance Group,Worcester, MA,5001 - 10000,Company - Public,Insurance Carriers,Insurance,114,179,146.5,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,$114K-$179K (Glassdoor est.),3.7
184,PV Scientist,Other Scientist,Karyopharm Therapeutics Inc.,Newton, MA,201 - 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,60,123,91.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$60K-$123K (Glassdoor est.),2.9
185,Senior Data & Machine Learning Scientist,Machine Learning Engineer,Tempus Labs,Chicago, IL,501 - 1000,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,100,166,133,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,$100K-$166K (Glassdoor est.),3
186,Principal Data Scientist (Computational Chemistry),Data Scientist,Recursion Pharmaceuticals,Salt Lake City, UT,51 - 200,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,108,173,140.5,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,$108K-$173K (Glassdoor est.),4.7
187,Data Engineer,Data Engineer,P2 Energy Solutions,Lafayette, LA,501 - 1000,Company - Private,Computer Hardware & Software,Information Technology,48,93,70.5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,$48K-$93K (Glassdoor est.),3.7
188,"Principal Scientist, Chemistry & Immunology",Other Scientist,Rochester Regional Health,Rochester, NY,10000+,Hospital,Health Care Services & Hospitals,Health Care,54,115,84.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$54K-$115K (Glassdoor est.),3.3
189,"Scientist/Senior Scientist, Autoimmune",Other Scientist,Rubius Therapeutics,Cambridge, MA,201 - 500,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,90,179,134.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$90K-$179K (Glassdoor est.),4.4
190,Staff Machine Learning Engineer,Machine Learning Engineer,Tapjoy,San Francisco, CA,201 - 500,Company - Private,Internet,Information Technology,138,224,181,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,$138K-$224K (Glassdoor est.),3.9
191,"Principal Scientist, Hematology",Other Scientist,Rochester Regional Health,Rochester, NY,10000+,Hospital,Health Care Services & Hospitals,Health Care,54,115,84.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$54K-$115K (Glassdoor est.),3.3
192,Lead Data Engineer,Data Engineer,Credit Sesame,Mountain View, CA,51 - 200,Company - Private,Internet,Information Technology,190,220,205,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,$190K-$220K(Employer est.),4.1
193,Marketing Data Analyst,Data Analyst,San Manuel Casino,Highland, CA,1001 - 5000,Company - Private,Gambling,"Arts, Entertainment & Recreation",35,62,48.5,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,$35K-$62K (Glassdoor est.),3.6
194,Medical Laboratory Scientist,Other Scientist,Texas Health Huguley Hospital,Burleson, TX,1001 - 5000,Hospital,Health Care Services & Hospitals,Health Care,37,52,44.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,$18-$25 Per Hour(Glassdoor est.),4
195,R&D Specialist/ Food Scientist,Other Scientist,Teasdale Latin Foods,Hoopeston, IL,501 - 1000,Company - Private,Food & Beverage Manufacturing,Manufacturing,39,66,52.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$39K-$66K (Glassdoor est.),2.4
196,Senior Research Scientist-Machine Learning,Machine Learning Engineer,Software Engineering Institute,Pittsburgh, PA,501 - 1000,College / University,Colleges & Universities,Education,81,167,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$81K-$167K (Glassdoor est.),2.6
197,Analytics Manager - Data Mart,Data Scientist Project Manager,Central California Alliance for Health,Scotts Valley, CA,501 - 1000,Nonprofit Organization,Health Care Services & Hospitals,Health Care,42,86,64,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,$42K-$86K (Glassdoor est.),3.5
198,Sr. Data Engineer - Contract-to-Hire (Java),Data Engineer,Pilot Flying J Travel Centers LLC,Knoxville, TN,10000+,Company - Private,Gas Stations,Retail,69,127,98,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,$69K-$127K (Glassdoor est.),3
199,MED TECH/LAB SCIENTIST- SOUTH COASTAL LAB,Other Scientist,Beebe Healthcare,Millville, DE,1001 - 5000,Nonprofit Organization,Health Care Services & Hospitals,Health Care,43,70,56.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$21-$34 Per Hour(Glassdoor est.),3.6
200,Food Scientist - Developer,Other Scientist,Palermo's Pizza,Milwaukee, WI,501 - 1000,Company - Private,Food & Beverage Manufacturing,Manufacturing,40,68,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,$40K-$68K (Glassdoor est.),3.3
201,Staff Scientist-Downstream Process Development,Other Scientist,Advanced BioScience Laboratories,Rockville, MD,201 - 500,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,49,113,81,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,$49K-$113K (Glassdoor est.),2.7
202,Sr. Data Engineer,Data Engineer,Echo Global Logistics,Chicago, IL,1001 - 5000,Company - Public,Transportation Management,Transportation & Logistics,75,140,107.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,$75K-$140K (Glassdoor est.),3.4
203,Data Scientist - Quantitative,Data Scientist,Truckstop.com,Chicago, IL,501 - 1000,Company - Private,Logistics & Supply Chain,Transportation & Logistics,86,139,112.5,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,$86K-$139K (Glassdoor est.),3.8
204,Data Scientist,Data Scientist,Lockheed Martin,Herndon, VA,10000+,Company - Public,Aerospace & Defense,Aerospace & Defense,66,112,89,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,$66K-$112K (Glassdoor est.),3.7
205,Senior Research Statistician- Data Scientist,Data Scientist,Acuity Insurance,Sheboygan, WI,1001 - 5000,Company - Private,Insurance Carriers,Insurance,76,125,100.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,$76K-$125K (Glassdoor est.),4.8
206,"Business Data Analyst, SQL",Data Analyst,Fareportal,New York, NY,1001 - 5000,Company - Private,Travel Agencies,Travel & Tourism,44,86,65,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,$44K-$86K (Glassdoor est.),3.8
